date,nav,scheme_name,scheme_code
03-07-2017,3453.20700,HDFC Money Market Fund - Growth Option - Direct Plan,119092
02-07-2017,3452.58840,HDFC Money Market Fund - Growth Option - Direct Plan,119092
30-06-2017,3451.24600,HDFC Money Market Fund - Growth Option - Direct Plan,119092
29-06-2017,3450.57480,HDFC Money Market Fund - Growth Option - Direct Plan,119092
28-06-2017,3449.99690,HDFC Money Market Fund - Growth Option - Direct Plan,119092
27-06-2017,3449.41140,HDFC Money Market Fund - Growth Option - Direct Plan,119092
26-06-2017,3448.79660,HDFC Money Market Fund - Growth Option - Direct Plan,119092
23-06-2017,3446.94770,HDFC Money Market Fund - Growth Option - Direct Plan,119092
22-06-2017,3446.32780,HDFC Money Market Fund - Growth Option - Direct Plan,119092
21-06-2017,3445.72050,HDFC Money Market Fund - Growth Option - Direct Plan,119092
20-06-2017,3445.11500,HDFC Money Market Fund - Growth Option - Direct Plan,119092
19-06-2017,3444.51650,HDFC Money Market Fund - Growth Option - Direct Plan,119092
18-06-2017,3443.90800,HDFC Money Market Fund - Growth Option - Direct Plan,119092
16-06-2017,3442.70670,HDFC Money Market Fund - Growth Option - Direct Plan,119092
15-06-2017,3442.11030,HDFC Money Market Fund - Growth Option - Direct Plan,119092
14-06-2017,3441.50290,HDFC Money Market Fund - Growth Option - Direct Plan,119092
13-06-2017,3440.90130,HDFC Money Market Fund - Growth Option - Direct Plan,119092
12-06-2017,3440.27250,HDFC Money Market Fund - Growth Option - Direct Plan,119092
11-06-2017,3439.68160,HDFC Money Market Fund - Growth Option - Direct Plan,119092
09-06-2017,3438.46360,HDFC Money Market Fund - Growth Option - Direct Plan,119092
08-06-2017,3437.82950,HDFC Money Market Fund - Growth Option - Direct Plan,119092
07-06-2017,3437.21810,HDFC Money Market Fund - Growth Option - Direct Plan,119092
06-06-2017,3436.58930,HDFC Money Market Fund - Growth Option - Direct Plan,119092
05-06-2017,3436.00530,HDFC Money Market Fund - Growth Option - Direct Plan,119092
04-06-2017,3435.39280,HDFC Money Market Fund - Growth Option - Direct Plan,119092
02-06-2017,3434.19430,HDFC Money Market Fund - Growth Option - Direct Plan,119092
01-06-2017,3433.55700,HDFC Money Market Fund - Growth Option - Direct Plan,119092
31-05-2017,3432.94630,HDFC Money Market Fund - Growth Option - Direct Plan,119092
30-05-2017,3432.34650,HDFC Money Market Fund - Growth Option - Direct Plan,119092
29-05-2017,3431.74490,HDFC Money Market Fund - Growth Option - Direct Plan,119092
28-05-2017,3431.14150,HDFC Money Market Fund - Growth Option - Direct Plan,119092
26-05-2017,3429.92370,HDFC Money Market Fund - Growth Option - Direct Plan,119092
25-05-2017,3429.30810,HDFC Money Market Fund - Growth Option - Direct Plan,119092
24-05-2017,3428.69650,HDFC Money Market Fund - Growth Option - Direct Plan,119092
23-05-2017,3428.08490,HDFC Money Market Fund - Growth Option - Direct Plan,119092
22-05-2017,3427.46390,HDFC Money Market Fund - Growth Option - Direct Plan,119092
21-05-2017,3426.85360,HDFC Money Market Fund - Growth Option - Direct Plan,119092
19-05-2017,3425.66160,HDFC Money Market Fund - Growth Option - Direct Plan,119092
18-05-2017,3425.05380,HDFC Money Market Fund - Growth Option - Direct Plan,119092
17-05-2017,3424.44510,HDFC Money Market Fund - Growth Option - Direct Plan,119092
