date,nav,scheme_name,scheme_code
28-10-2021,120.58650,quant Mid Cap Fund - Growth Option - Direct Plan,120841
27-10-2021,125.17660,quant Mid Cap Fund - Growth Option - Direct Plan,120841
26-10-2021,124.23590,quant Mid Cap Fund - Growth Option - Direct Plan,120841
25-10-2021,122.38860,quant Mid Cap Fund - Growth Option - Direct Plan,120841
22-10-2021,123.57950,quant Mid Cap Fund - Growth Option - Direct Plan,120841
21-10-2021,124.05660,quant Mid Cap Fund - Growth Option - Direct Plan,120841
20-10-2021,123.81360,quant Mid Cap Fund - Growth Option - Direct Plan,120841
19-10-2021,125.35300,quant Mid Cap Fund - Growth Option - Direct Plan,120841
18-10-2021,128.13340,quant Mid Cap Fund - Growth Option - Direct Plan,120841
14-10-2021,128.10770,quant Mid Cap Fund - Growth Option - Direct Plan,120841
13-10-2021,126.73290,quant Mid Cap Fund - Growth Option - Direct Plan,120841
12-10-2021,125.38650,quant Mid Cap Fund - Growth Option - Direct Plan,120841
11-10-2021,125.08330,quant Mid Cap Fund - Growth Option - Direct Plan,120841
08-10-2021,124.41680,quant Mid Cap Fund - Growth Option - Direct Plan,120841
07-10-2021,123.90850,quant Mid Cap Fund - Growth Option - Direct Plan,120841
06-10-2021,121.00310,quant Mid Cap Fund - Growth Option - Direct Plan,120841
05-10-2021,122.80850,quant Mid Cap Fund - Growth Option - Direct Plan,120841
04-10-2021,121.36770,quant Mid Cap Fund - Growth Option - Direct Plan,120841
01-10-2021,119.60670,quant Mid Cap Fund - Growth Option - Direct Plan,120841
30-09-2021,119.63750,quant Mid Cap Fund - Growth Option - Direct Plan,120841
29-09-2021,119.51440,quant Mid Cap Fund - Growth Option - Direct Plan,120841
28-09-2021,118.95510,quant Mid Cap Fund - Growth Option - Direct Plan,120841
27-09-2021,120.52590,quant Mid Cap Fund - Growth Option - Direct Plan,120841
24-09-2021,120.40510,quant Mid Cap Fund - Growth Option - Direct Plan,120841
23-09-2021,121.35430,quant Mid Cap Fund - Growth Option - Direct Plan,120841
22-09-2021,119.05670,quant Mid Cap Fund - Growth Option - Direct Plan,120841
21-09-2021,116.82530,quant Mid Cap Fund - Growth Option - Direct Plan,120841
20-09-2021,116.27390,quant Mid Cap Fund - Growth Option - Direct Plan,120841
17-09-2021,118.29590,quant Mid Cap Fund - Growth Option - Direct Plan,120841
16-09-2021,120.08890,quant Mid Cap Fund - Growth Option - Direct Plan,120841
15-09-2021,120.18090,quant Mid Cap Fund - Growth Option - Direct Plan,120841
14-09-2021,119.68250,quant Mid Cap Fund - Growth Option - Direct Plan,120841
13-09-2021,118.00070,quant Mid Cap Fund - Growth Option - Direct Plan,120841
09-09-2021,117.59040,quant Mid Cap Fund - Growth Option - Direct Plan,120841
08-09-2021,117.25610,quant Mid Cap Fund - Growth Option - Direct Plan,120841
07-09-2021,117.17230,quant Mid Cap Fund - Growth Option - Direct Plan,120841
06-09-2021,118.41290,quant Mid Cap Fund - Growth Option - Direct Plan,120841
03-09-2021,118.32320,quant Mid Cap Fund - Growth Option - Direct Plan,120841
02-09-2021,116.83840,quant Mid Cap Fund - Growth Option - Direct Plan,120841
01-09-2021,115.81900,quant Mid Cap Fund - Growth Option - Direct Plan,120841
31-08-2021,115.08030,quant Mid Cap Fund - Growth Option - Direct Plan,120841
30-08-2021,114.56170,quant Mid Cap Fund - Growth Option - Direct Plan,120841
27-08-2021,112.85230,quant Mid Cap Fund - Growth Option - Direct Plan,120841
26-08-2021,111.32240,quant Mid Cap Fund - Growth Option - Direct Plan,120841
25-08-2021,111.25870,quant Mid Cap Fund - Growth Option - Direct Plan,120841
24-08-2021,110.74650,quant Mid Cap Fund - Growth Option - Direct Plan,120841
23-08-2021,108.56360,quant Mid Cap Fund - Growth Option - Direct Plan,120841
20-08-2021,110.10440,quant Mid Cap Fund - Growth Option - Direct Plan,120841
18-08-2021,112.25950,quant Mid Cap Fund - Growth Option - Direct Plan,120841
17-08-2021,112.45960,quant Mid Cap Fund - Growth Option - Direct Plan,120841
16-08-2021,112.94770,quant Mid Cap Fund - Growth Option - Direct Plan,120841
13-08-2021,113.20910,quant Mid Cap Fund - Growth Option - Direct Plan,120841
12-08-2021,113.48080,quant Mid Cap Fund - Growth Option - Direct Plan,120841
11-08-2021,111.62550,quant Mid Cap Fund - Growth Option - Direct Plan,120841
10-08-2021,111.33680,quant Mid Cap Fund - Growth Option - Direct Plan,120841
09-08-2021,113.76660,quant Mid Cap Fund - Growth Option - Direct Plan,120841
06-08-2021,115.07730,quant Mid Cap Fund - Growth Option - Direct Plan,120841
05-08-2021,114.89140,quant Mid Cap Fund - Growth Option - Direct Plan,120841
04-08-2021,116.38950,quant Mid Cap Fund - Growth Option - Direct Plan,120841
03-08-2021,118.24700,quant Mid Cap Fund - Growth Option - Direct Plan,120841
02-08-2021,117.60430,quant Mid Cap Fund - Growth Option - Direct Plan,120841
30-07-2021,116.20140,quant Mid Cap Fund - Growth Option - Direct Plan,120841
29-07-2021,115.36920,quant Mid Cap Fund - Growth Option - Direct Plan,120841
28-07-2021,114.80530,quant Mid Cap Fund - Growth Option - Direct Plan,120841
27-07-2021,114.73060,quant Mid Cap Fund - Growth Option - Direct Plan,120841
26-07-2021,114.63990,quant Mid Cap Fund - Growth Option - Direct Plan,120841
23-07-2021,113.84970,quant Mid Cap Fund - Growth Option - Direct Plan,120841
22-07-2021,114.42460,quant Mid Cap Fund - Growth Option - Direct Plan,120841
20-07-2021,112.63940,quant Mid Cap Fund - Growth Option - Direct Plan,120841
19-07-2021,114.58250,quant Mid Cap Fund - Growth Option - Direct Plan,120841
16-07-2021,114.87080,quant Mid Cap Fund - Growth Option - Direct Plan,120841
15-07-2021,113.98960,quant Mid Cap Fund - Growth Option - Direct Plan,120841
14-07-2021,113.99170,quant Mid Cap Fund - Growth Option - Direct Plan,120841
13-07-2021,113.16380,quant Mid Cap Fund - Growth Option - Direct Plan,120841
12-07-2021,112.51960,quant Mid Cap Fund - Growth Option - Direct Plan,120841
09-07-2021,112.67120,quant Mid Cap Fund - Growth Option - Direct Plan,120841
08-07-2021,112.44260,quant Mid Cap Fund - Growth Option - Direct Plan,120841
07-07-2021,113.53510,quant Mid Cap Fund - Growth Option - Direct Plan,120841
06-07-2021,112.88440,quant Mid Cap Fund - Growth Option - Direct Plan,120841
05-07-2021,112.52490,quant Mid Cap Fund - Growth Option - Direct Plan,120841
02-07-2021,111.42490,quant Mid Cap Fund - Growth Option - Direct Plan,120841
01-07-2021,110.34940,quant Mid Cap Fund - Growth Option - Direct Plan,120841
30-06-2021,110.03100,quant Mid Cap Fund - Growth Option - Direct Plan,120841
29-06-2021,109.76620,quant Mid Cap Fund - Growth Option - Direct Plan,120841
28-06-2021,110.44740,quant Mid Cap Fund - Growth Option - Direct Plan,120841
25-06-2021,110.59510,quant Mid Cap Fund - Growth Option - Direct Plan,120841
24-06-2021,109.15050,quant Mid Cap Fund - Growth Option - Direct Plan,120841
23-06-2021,109.38200,quant Mid Cap Fund - Growth Option - Direct Plan,120841
22-06-2021,109.06710,quant Mid Cap Fund - Growth Option - Direct Plan,120841
21-06-2021,108.33000,quant Mid Cap Fund - Growth Option - Direct Plan,120841
18-06-2021,107.79610,quant Mid Cap Fund - Growth Option - Direct Plan,120841
17-06-2021,107.78130,quant Mid Cap Fund - Growth Option - Direct Plan,120841
16-06-2021,108.93610,quant Mid Cap Fund - Growth Option - Direct Plan,120841
15-06-2021,109.46850,quant Mid Cap Fund - Growth Option - Direct Plan,120841
14-06-2021,109.39740,quant Mid Cap Fund - Growth Option - Direct Plan,120841
11-06-2021,108.28120,quant Mid Cap Fund - Growth Option - Direct Plan,120841
10-06-2021,107.82070,quant Mid Cap Fund - Growth Option - Direct Plan,120841
09-06-2021,106.60640,quant Mid Cap Fund - Growth Option - Direct Plan,120841
08-06-2021,107.84850,quant Mid Cap Fund - Growth Option - Direct Plan,120841
07-06-2021,107.82340,quant Mid Cap Fund - Growth Option - Direct Plan,120841
04-06-2021,106.66580,quant Mid Cap Fund - Growth Option - Direct Plan,120841
03-06-2021,106.13940,quant Mid Cap Fund - Growth Option - Direct Plan,120841
02-06-2021,105.69990,quant Mid Cap Fund - Growth Option - Direct Plan,120841
01-06-2021,104.90830,quant Mid Cap Fund - Growth Option - Direct Plan,120841
